filename,p0,p1,p2,p3,p4,correct_idx,lambda
n01440764_12188.JPEG,0.53674,0.05516,0.00564,0.00405,0.00387,0,3.7886
n01440764_12204.JPEG,0.45378,0.01948,0.01528,0.00516,0.00476,0,5.1353
n01440764_12208.JPEG,0.44614,0.01436,0.00634,0.00535,0.00469,-1,5.6805
n01440764_12250.JPEG,0.48406,0.00756,0.00603,0.0053,0.00401,0,6.8901
n01440764_12255.JPEG,0.19667,0.19306,0.13799,0.02386,0.01975,0,0.6589
n01440764_12283.JPEG,0.53634,0.00477,0.00467,0.00446,0.00414,0,7.8413
n01440764_12308.JPEG,0.27787,0.26384,0.04881,0.02273,0.01501,1,0.9708
n01440764_1232.JPEG,0.56447,0.00754,0.00463,0.00244,0.00242,0,7.1655
n01440764_12329.JPEG,0.60738,0.01398,0.00476,0.00387,0.00275,0,6.2606
n01440764_12362.JPEG,0.58411,0.12802,0.01326,0.00484,0.00449,0,2.6007
n01440764_12388.JPEG,0.24297,0.1974,0.01435,0.0098,0.00659,0,1.1792
n01440764_12433.JPEG,0.28978,0.26713,0.20844,0.00669,0.00416,0,0.7408
n01440764_12435.JPEG,0.62563,0.01445,0.01224,0.01031,0.0071,0,6.2135
n01440764_12468.JPEG,0.58121,0.10704,0.00907,0.00754,0.00584,0,2.8664
n01440764_12494.JPEG,0.55603,0.01642,0.01564,0.00723,0.00644,0,5.7752
n01440764_12502.JPEG,0.66883,0.12532,0.00396,0.00243,0.00236,0,2.8773
n01440764_12534.JPEG,0.30347,0.04646,0.01446,0.01153,0.00886,0,3.0203
n01440764_12548.JPEG,0.41138,0.09458,0.01624,0.00951,0.00949,3,2.4707
n01440764_12571.JPEG,0.54957,0.06413,0.03494,0.02116,0.01158,0,3.3871
n01440764_12573.JPEG,0.48964,0.04672,0.04064,0.00582,0.00403,0,3.653
n01440764_12586.JPEG,0.67113,0.01102,0.00814,0.00639,0.00541,0,6.8079
n01440764_12632.JPEG,0.41124,0.12236,0.01684,0.01371,0.00993,1,2.1211
n01440764_12635.JPEG,0.62967,0.01134,0.00949,0.00808,0.00544,0,6.6437
n01440764_12689.JPEG,0.39121,0.07802,0.00769,0.00431,0.00362,0,2.7405
n01440764_12702.JPEG,0.44312,0.12866,0.00514,0.0039,0.00271,0,2.2524
n01440764_12708.JPEG,0.61292,0.03248,0.0125,0.00613,0.00476,0,4.834
n01440764_12732.JPEG,0.03792,0.03735,0.02642,0.0192,0.01545,-1,0.3734
n01440764_1278.JPEG,0.6349,0.01054,0.00947,0.0023,0.00223,0,6.7807
n01440764_12785.JPEG,0.32342,0.15354,0.04526,0.03094,0.01943,0,1.3729
n01440764_12817.JPEG,0.44485,0.01778,0.01199,0.00897,0.0085,0,5.2752
n01440764_12881.JPEG,0.33274,0.00759,0.00555,0.00484,0.00374,0,6.2444
n01440764_12917.JPEG,0.1724,0.04167,0.03459,0.03054,0.02531,0,1.6096
n01440764_13009.JPEG,0.50869,0.09189,0.01408,0.00885,0.00641,-1,2.8552
n01440764_13035.JPEG,0.52306,0.00714,0.00384,0.00342,0.00333,0,7.1322
n01440764_13068.JPEG,0.47602,0.26627,0.00998,0.00777,0.00678,0,1.519
n01440764_13116.JPEG,0.28193,0.10344,0.03121,0.01023,0.00551,0,1.7332
n01440764_13133.JPEG,0.46644,0.01236,0.01181,0.00907,0.00781,1,5.9642
n01440764_13161.JPEG,0.51894,0.29342,0.00673,0.00534,0.00362,0,1.5293
n01440764_13183.JPEG,0.6844,0.0139,0.00983,0.00333,0.00248,0,6.4468
n01440764_13251.JPEG,0.36639,0.01772,0.01067,0.00952,0.0076,0,4.9501
n01440764_13304.JPEG,0.5746,0.02645,0.00813,0.00426,0.00307,0,5.0886
n01440764_13316.JPEG,0.14021,0.09551,0.02352,0.0174,0.01186,0,1.0791
n01440764_13375.JPEG,0.47795,0.00648,0.00569,0.00494,0.00416,0,7.1277
n01440764_13397.JPEG,0.62047,0.03791,0.01436,0.01333,0.00588,0,4.5865
n01440764_13436.JPEG,0.48393,0.01365,0.00925,0.00785,0.00689,0,5.8824
n01440764_13489.JPEG,0.31923,0.01118,0.00814,0.00772,0.0068,0,5.4989
n01440764_13495.JPEG,0.5358,0.05666,0.04062,0.01266,0.00927,-1,3.5086
n01440764_13545.JPEG,0.59715,0.02558,0.00292,0.00129,0.00121,0,5.24
n01440764_13575.JPEG,0.44937,0.04451,0.01038,0.01017,0.00616,1,3.7983
n01440764_13625.JPEG,0.17864,0.07035,0.06596,0.05982,0.04146,-1,0.7416
n01440764_13643.JPEG,0.57021,0.01836,0.01707,0.01494,0.0132,0,5.6226
n01440764_13654.JPEG,0.64084,0.06747,0.00564,0.00481,0.00438,0,3.7555
n01440764_13679.JPEG,0.21699,0.03997,0.02485,0.01543,0.01479,-1,2.4762
n01440764_13694.JPEG,0.45504,0.0756,0.0639,0.01628,0.01567,0,2.5806
n01440764_137.JPEG,0.49837,0.0082,0.00431,0.00291,0.00242,0,6.8167
n01440764_13751.JPEG,0.66773,0.00513,0.0049,0.00295,0.00266,0,8.09
n01440764_13770.JPEG,0.60245,0.01464,0.01366,0.00962,0.00939,0,6.1181
n01440764_13797.JPEG,0.39428,0.01236,0.01118,0.00979,0.0085,0,5.673
n01440764_13801.JPEG,0.28506,0.01689,0.01681,0.01266,0.01126,0,4.4992
n01440764_13806.JPEG,0.50205,0.04244,0.00984,0.00778,0.00776,0,4.0695
n01440764_13842.JPEG,0.44929,0.02301,0.01063,0.00773,0.00707,1,4.8769
n01440764_13895.JPEG,0.11109,0.10601,0.07036,0.04599,0.04344,2,0.428
n01440764_13905.JPEG,0.2931,0.11001,0.01265,0.01028,0.00969,1,1.842
n01440764_13978.JPEG,0.59776,0.01074,0.0051,0.00357,0.00354,0,6.6706
n01440764_14025.JPEG,0.32829,0.01727,0.0103,0.00668,0.00543,0,4.8048
n01440764_14034.JPEG,0.47944,0.30001,0.01651,0.00492,0.00415,0,1.4169
n01440764_14053.JPEG,0.21468,0.15516,0.01308,0.01047,0.01021,1,1.234
n01440764_14074.JPEG,0.19098,0.10915,0.08955,0.06825,0.04041,1,0.6292
n01440764_14098.JPEG,0.74775,0.05448,0.01799,0.00611,0.00356,0,4.2998
n01440764_14150.JPEG,0.34975,0.03786,0.01888,0.01646,0.00825,0,3.5344
n01440764_14169.JPEG,0.51885,0.01232,0.00953,0.00804,0.00762,0,6.1716
n01440764_14172.JPEG,0.49011,0.00751,0.00692,0.00418,0.00413,0,6.9164
n01440764_14232.JPEG,0.24589,0.10089,0.05172,0.02634,0.02625,-1,1.3138
n01440764_14233.JPEG,0.39593,0.02487,0.01928,0.0168,0.01625,0,4.4416
n01440764_14280.JPEG,0.60156,0.00552,0.00481,0.00391,0.00286,0,7.7917
n01440764_14310.JPEG,0.36183,0.18918,0.02755,0.01239,0.00921,1,1.4756
n01440764_14341.JPEG,0.2159,0.18861,0.07197,0.03578,0.03289,0,0.7985
n01440764_14342.JPEG,0.37577,0.09506,0.00932,0.00726,0.00708,0,2.3858
n01440764_14383.JPEG,0.42173,0.01782,0.00877,0.00438,0.00376,0,5.2068
n01440764_14411.JPEG,0.3708,0.01489,0.01403,0.01109,0.00712,0,5.2265
n01440764_14435.JPEG,0.48055,0.00623,0.00325,0.00316,0.00311,0,7.22
n01440764_14448.JPEG,0.52745,0.00557,0.00415,0.0037,0.00369,0,7.558
n01440764_14490.JPEG,0.64981,0.00486,0.0041,0.00259,0.00234,0,8.1383
n01440764_14524.JPEG,0.51922,0.02488,0.00524,0.00451,0.00442,0,5.0356
n01440764_14559.JPEG,0.63487,0.16539,0.0195,0.01343,0.01254,0,2.3296
n01440764_14609.JPEG,0.4437,0.0425,0.03677,0.02896,0.00957,0,3.6115
n01440764_14633.JPEG,0.22004,0.16446,0.06678,0.01935,0.01671,2,0.9564
n01440764_14650.JPEG,0.45289,0.02563,0.01733,0.01166,0.00908,0,4.658
n01440764_14771.JPEG,0.51826,0.01824,0.0036,0.00299,0.00243,0,5.558
n01440764_1478.JPEG,0.58949,0.08113,0.018,0.01568,0.0091,0,3.2506
n01440764_14790.JPEG,0.4216,0.1264,0.00657,0.0062,0.00547,0,2.1946
n01440764_14802.JPEG,0.50644,0.04223,0.02561,0.01935,0.01356,0,3.9726
n01440764_14855.JPEG,0.62714,0.01825,0.00889,0.0084,0.0067,0,5.848
n01440764_14885.JPEG,0.38482,0.06242,0.00868,0.0083,0.00561,1,3.0278
n01440764_14891.JPEG,0.22008,0.12767,0.01011,0.00678,0.00627,1,1.4351
n01440764_15008.JPEG,0.15798,0.08376,0.02814,0.0127,0.00679,-1,1.2705
n01440764_15081.JPEG,0.43277,0.01367,0.01215,0.01015,0.00698,0,5.6616
n01440764_1514.JPEG,0.73778,0.07222,0.01144,0.00887,0.0042,2,3.8483
n01440764_15203.JPEG,0.24975,0.05237,0.02828,0.02333,0.01725,0,2.2745
n01440764_1552.JPEG,0.57041,0.00987,0.00629,0.00524,0.00398,0,6.7245
n01440764_1561.JPEG,0.54174,0.0182,0.0129,0.01228,0.00877,0,5.5743
n01440764_1577.JPEG,0.1611,0.11529,0.0968,0.0832,0.06629,2,0.373
n01440764_16072.JPEG,0.49143,0.01405,0.00804,0.00755,0.00675,0,5.8696
n01440764_16090.JPEG,0.62956,0.02405,0.01202,0.01172,0.01055,0,5.378
n01440764_16348.JPEG,0.48681,0.17032,0.02008,0.0074,0.00674,0,1.9523
n01440764_16906.JPEG,0.59968,0.0055,0.00463,0.0044,0.00291,0,7.7934
n01440764_17050.JPEG,0.49181,0.05485,0.03833,0.01022,0.00923,-1,3.4191
n01440764_17058.JPEG,0.1205,0.0973,0.04438,0.03109,0.03058,3,0.6812
n01440764_17454.JPEG,0.63547,0.00464,0.00261,0.00187,0.00165,0,8.1857
n01440764_17501.JPEG,0.58114,0.01729,0.00642,0.00362,0.00345,1,5.823
n01440764_1778.JPEG,0.35696,0.19604,0.10502,0.10198,0.01563,0,0.9323
n01440764_17782.JPEG,0.36506,0.07047,0.02149,0.01942,0.00973,0,2.6279
n01440764_18.JPEG,0.45952,0.03264,0.01564,0.00813,0.0063,0,4.3028
n01440764_18128.JPEG,0.24543,0.16718,0.01055,0.00964,0.00671,1,1.311
n01440764_1827.JPEG,0.35633,0.02344,0.01973,0.01295,0.00968,0,4.3439
n01440764_19035.JPEG,0.43911,0.01816,0.01318,0.01102,0.01052,0,5.2066
n01440764_19302.JPEG,0.13342,0.10032,0.0908,0.06292,0.04528,-1,0.4113
n01440764_19661.JPEG,0.59412,0.00836,0.0083,0.00794,0.00745,0,7.0585
n01440764_19759.JPEG,0.34792,0.00509,0.00431,0.00415,0.00407,0,6.9992
n01440764_19777.JPEG,0.24099,0.07088,0.04271,0.03852,0.02089,1,1.5816
n01440764_2001.JPEG,0.51266,0.00941,0.00816,0.00775,0.00759,0,6.6089
n01440764_20434.JPEG,0.451,0.01688,0.01416,0.01209,0.01062,0,5.3671
n01440764_20451.JPEG,0.47029,0.13471,0.0572,0.00495,0.00443,0,1.9995
n01440764_20650.JPEG,0.57576,0.01165,0.0074,0.00343,0.00289,0,6.4581
n01440764_21043.JPEG,0.39947,0.0087,0.00617,0.00605,0.00473,0,6.3257
n01440764_21095.JPEG,0.50368,0.00855,0.00463,0.00361,0.00302,0,6.7628
n01440764_2117.JPEG,0.18569,0.09059,0.03123,0.02902,0.01847,0,1.2196
n01440764_21191.JPEG,0.12949,0.07496,0.01749,0.01698,0.01682,0,1.1671
n01440764_2144.JPEG,0.60925,0.02767,0.02476,0.01597,0.0123,0,5.0131
n01440764_21603.JPEG,0.48278,0.02082,0.00879,0.00788,0.00693,0,5.1805
n01440764_21809.JPEG,0.37757,0.01464,0.00815,0.00778,0.00608,0,5.3442
n01440764_22029.JPEG,0.46151,0.02436,0.01191,0.00608,0.00399,0,4.8209
n01440764_22135.JPEG,0.55821,0.00829,0.0047,0.0031,0.00309,0,6.9882
n01440764_2221.JPEG,0.40404,0.01537,0.00749,0.00717,0.00682,0,5.3871
n01440764_22277.JPEG,0.33909,0.01102,0.01017,0.00828,0.00769,0,5.6073
n01440764_2255.JPEG,0.27172,0.04654,0.0399,0.02571,0.02278,0,2.4205
n01440764_2275.JPEG,0.46198,0.01505,0.01071,0.01037,0.00895,0,5.6276
n01440764_22873.JPEG,0.244,0.1242,0.0244,0.02175,0.01678,0,1.3834
n01440764_22948.JPEG,0.56203,0.03564,0.01634,0.01227,0.01188,0,4.5043
n01440764_23606.JPEG,0.58687,0.01243,0.0108,0.00803,0.00485,0,6.3621
n01440764_2375.JPEG,0.50392,0.0215,0.0104,0.00802,0.00449,0,5.19
n01440764_239.JPEG,0.51013,0.03763,0.01264,0.01022,0.00588,0,4.2722
n01440764_2418.JPEG,0.33269,0.10545,0.05045,0.0401,0.03168,0,1.6299
n01440764_24299.JPEG,0.31737,0.01802,0.01618,0.01161,0.00809,0,4.6026
n01440764_24502.JPEG,0.425,0.01048,0.00661,0.00445,0.00424,0,6.1192
n01440764_2490.JPEG,0.47268,0.01243,0.01191,0.00972,0.0095,0,5.9772
n01440764_25064.JPEG,0.35017,0.01556,0.01318,0.01251,0.00643,0,5.0577
n01440764_25148.JPEG,0.58474,0.10395,0.00582,0.00559,0.00553,0,2.938
n01440764_2544.JPEG,0.5409,0.15005,0.01257,0.00515,0.00427,0,2.2816
n01440764_25478.JPEG,0.26879,0.13037,0.05179,0.03399,0.02651,0,1.2212
n01440764_2574.JPEG,0.35033,0.16301,0.07996,0.01004,0.00834,1,1.3469
n01440764_2577.JPEG,0.38318,0.0575,0.02928,0.02479,0.01644,1,2.9267
n01440764_26234.JPEG,0.38098,0.15003,0.04032,0.01889,0.01653,0,1.6479
n01440764_26541.JPEG,0.75119,0.0131,0.00847,0.00396,0.00287,0,6.711
n01440764_26631.JPEG,0.50736,0.00498,0.00431,0.00409,0.00339,0,7.6777
n01440764_26659.JPEG,0.55177,0.03245,0.01203,0.00359,0.00337,0,4.6588
n01440764_26698.JPEG,0.57765,0.00842,0.00275,0.00247,0.00226,0,7.0317
n01440764_26892.JPEG,0.71037,0.00857,0.00479,0.00361,0.00284,0,7.3401
n01440764_2690.JPEG,0.46428,0.04141,0.02408,0.00729,0.00545,0,3.8715
n01440764_27042.JPEG,0.55412,0.02971,0.02261,0.00353,0.00305,0,4.7445
n01440764_2729.JPEG,0.67502,0.05821,0.0295,0.00852,0.00499,0,3.9564
n01440764_27451.JPEG,0.58196,0.00526,0.00367,0.00338,0.00311,0,7.8226
n01440764_27895.JPEG,0.25992,0.10775,0.03016,0.0261,0.01529,1,1.5158
n01440764_2825.JPEG,0.50468,0.11707,0.08747,0.01708,0.00876,0,2.0633
n01440764_2866.JPEG,0.52965,0.06851,0.02446,0.01608,0.01422,0,3.2911
n01440764_2920.JPEG,0.53369,0.05798,0.01023,0.0037,0.00302,-1,3.6724
n01440764_2921.JPEG,0.53831,0.02711,0.01131,0.01043,0.00889,0,4.9132
n01440764_2939.JPEG,0.30011,0.02515,0.02031,0.01026,0.00854,0,3.9036
n01440764_2948.JPEG,0.7031,0.01057,0.00922,0.00668,0.00358,0,6.9516
n01440764_29551.JPEG,0.47863,0.0069,0.00561,0.0051,0.00449,0,7.0261
n01440764_29670.JPEG,0.65037,0.07002,0.00401,0.00251,0.00237,0,3.7303
n01440764_29731.JPEG,0.34924,0.00833,0.00824,0.00713,0.00713,0,6.1453
n01440764_29788.JPEG,0.16231,0.0981,0.0793,0.01234,0.01166,0,0.8933
n01440764_298.JPEG,0.47545,0.06294,0.01472,0.01188,0.00741,0,3.3107
n01440764_30045.JPEG,0.76026,0.02796,0.01338,0.0105,0.00855,0,5.4472
n01440764_3070.JPEG,0.37298,0.11974,0.07781,0.00854,0.00786,0,1.6655
n01440764_30897.JPEG,0.46059,0.00729,0.00539,0.00539,0.0052,0,6.8704
n01440764_30985.JPEG,0.54247,0.01998,0.00732,0.00438,0.00366,0,5.46
n01440764_31129.JPEG,0.5855,0.00371,0.0024,0.00217,0.00217,0,8.422
n01440764_3146.JPEG,0.50208,0.0052,0.00504,0.00487,0.00453,0,7.5829
n01440764_31518.JPEG,0.33598,0.0192,0.01365,0.01084,0.00978,0,4.6311
n01440764_31535.JPEG,0.55351,0.05449,0.0113,0.00878,0.00665,0,3.8206
n01440764_3172.JPEG,0.60878,0.07823,0.00492,0.00483,0.00333,0,3.442
n01440764_3199.JPEG,0.56425,0.19191,0.01288,0.00728,0.00523,0,2.0282
n01440764_320.JPEG,0.55225,0.04108,0.04029,0.01306,0.01255,0,4.0829
n01440764_32134.JPEG,0.48188,0.01394,0.00757,0.00648,0.00516,0,5.8526
n01440764_3236.JPEG,0.46072,0.07512,0.02802,0.00909,0.0072,0,2.9008
n01440764_3259.JPEG,0.6798,0.07884,0.02299,0.0089,0.00881,0,3.5166
n01440764_3287.JPEG,0.51874,0.33571,0.00385,0.00353,0.00271,0,1.4273
n01440764_3306.JPEG,0.36033,0.0113,0.01002,0.00869,0.00772,0,5.6744
n01440764_3365.JPEG,0.46342,0.09945,0.01535,0.0133,0.01077,0,2.5789
n01440764_3368.JPEG,0.26465,0.18084,0.00603,0.00596,0.00586,0,1.3472
n01440764_3375.JPEG,0.60948,0.0053,0.00494,0.00414,0.00246,0,7.8809
n01440764_341.JPEG,0.07713,0.04719,0.041,0.01904,0.01837,-1,0.645
n01440764_3417.JPEG,0.71659,0.02694,0.01289,0.01176,0.01076,0,5.4088
n01440764_3425.JPEG,0.185,0.16784,0.0423,0.04119,0.03519,4,0.7946
n01440764_3509.JPEG,0.28831,0.0786,0.04493,0.04388,0.02561,-1,1.7243
n01440764_3566.JPEG,0.57461,0.02052,0.00414,0.00266,0.0025,0,5.5332
n01440764_3603.JPEG,0.5629,0.00709,0.00332,0.00257,0.00247,0,7.2712
n01440764_3614.JPEG,0.65383,0.01139,0.00745,0.00737,0.00541,0,6.7118
n01440764_3648.JPEG,0.40958,0.12384,0.00416,0.00382,0.00339,-1,2.2032
n01440764_3713.JPEG,0.59146,0.01402,0.0076,0.00739,0.00595,0,6.1939
n01440764_3725.JPEG,0.39552,0.0268,0.01786,0.01061,0.00923,0,4.3365
n01440764_3756.JPEG,0.31357,0.15203,0.03584,0.01492,0.01269,0,1.4581
n01440764_3760.JPEG,0.3127,0.12299,0.03503,0.02322,0.02271,1,1.5917
n01440764_3778.JPEG,0.1448,0.03342,0.02821,0.01709,0.01455,-1,1.8251
n01440764_3779.JPEG,0.22066,0.20469,0.07968,0.04796,0.02862,-1,0.7521
n01440764_3815.JPEG,0.5136,0.02313,0.01274,0.01009,0.00933,0,5.085
n01440764_3867.JPEG,0.48058,0.06361,0.03846,0.02769,0.01974,0,3.113
n01440764_4005.JPEG,0.52306,0.00459,0.003,0.0029,0.00272,1,7.8738
n01440764_4106.JPEG,0.60709,0.04454,0.01244,0.00625,0.00541,1,4.2996
n01440764_416.JPEG,0.42475,0.02441,0.02169,0.0146,0.01385,0,4.5829
n01440764_421.JPEG,0.14024,0.07295,0.06899,0.03254,0.02556,-1,0.7346
n01440764_4341.JPEG,0.1388,0.05905,0.03638,0.02721,0.0183,0,1.0861
n01440764_438.JPEG,0.29923,0.11362,0.02025,0.01869,0.01605,0,1.7398
n01440764_4409.JPEG,0.45263,0.12425,0.00804,0.00645,0.00626,0,2.3023
n01440764_4510.JPEG,0.56999,0.04962,0.02387,0.02026,0.0067,2,3.9359
n01440764_4517.JPEG,0.55089,0.29589,0.00622,0.00162,0.0015,0,1.5857
n01440764_4565.JPEG,0.69576,0.00616,0.00377,0.00191,0.00167,0,7.8602
n01440764_4566.JPEG,0.2702,0.03545,0.03407,0.01805,0.01802,0,2.9351
n01440764_457.JPEG,0.29597,0.06145,0.04039,0.02589,0.01732,0,2.2214
n01440764_459.JPEG,0.56124,0.00486,0.00361,0.00328,0.00315,0,7.8936
n01440764_4611.JPEG,0.3183,0.13126,0.02323,0.01908,0.01058,1,1.6611
